NOM_POBLAD,hosp_in_10km
CERRO AZUL,0
SAN JOSE,0
UNION CAMPESINA,0
SAN ANTONIO,0
PROVIDENCIA,0
JEBERILLOS,0
SAN PEDRO DE ZAPOTE,0
NUEVA ESPERANZA DE SHISHINAHUA,0
LA UNION,0
LEONCIO PRADO,0
NUEVA ITALIA,0
25 DE DICIEMBRE,0
SAN PABLO DE LA CRUZ,0
SAN JUAN DE ZAPOTE,0
NUEVA ESPERANZA,0
CHINGANA,0
SAN FRANCISCO DE SHISHINAHUA,0
SANTA ISABEL,0
NUEVO TRIUNFO,0
SAN JOSE DE ZAPOTE,0
OROMINA,0
NUEVA ERA,0
PUERTO MELITA,0
CACHIHUAÑUSCA,0
SANTA MARIA,0
PORVENIR,0
SAN JUAN CURIYACU,0
NUEVO PARAISO,0
VISTA ALEGRE DE CURIYACU,0
SHITARI,0
NUEVA METROPOLI,0
VICTOR RAUL HAYA DE LA TORRE,0
DOS DE MAYO,0
NUEVO JUNIN DE CHURUYACU,0
LUZ DEL ORIENTE,0
SANTA ROSA,0
NUEVO PROGRESO,0
SANTA TERESA,0
JORGE CHAVEZ DE CURIYACU,0
NUEVA REFORMA,0
CARTAGENA,0
SAN FERNANDO,0
LOS TIGRES,0
APANGURAYACU,0
VARADERILLO,0
PUERTO ARTURO,0
ACHUAL LIMON,0
PUERTO LIBRE,0
BALSAYACU,0
SAN ANTONIO DE SANIACO,0
NUEVA VIDA,0
MONDONGO,0
ALTO MONDONGO,0
CALLAO,0
MANGUAY,0
YANAYACU,0
RUY SEÑOR,0
NUEVO SAN MARTIN I,0
SANTA LUCIA,0
NUEVO CAJAMARCA,0
MOHENA,0
SAN JUAN DE CATALINA,0
CHIRAPA,0
VISTA ALEGRE,0
YAHUAR,0
ZAPOTE,0
MUNICHIS,0
SAN FRANCISCO DE PARANAPURA,0
SAN LUIS,0
SAN RAFAEL I,0
TRANCA YACU,0
LAS PALMERAS,0
CERRO DEL CONDOR,0
MICAELA BASTIDAS,0
BOLOGNESI,0
LA FLORIDA,0
SAN ROQUE,0
BELEN,0
SANANGO,0
SAN RAMON,0
SAN CARLOS,0
CHAMBIRA - 1,0
SANTA ROSA II,0
SUNIPLAYA,0
30 DE AGOSTO,0
TORRE POZA,0
SAN JUAN DE PUMAYACU,0
TUPAC AMARU,0
NUEVO JAEN,0
SAN FRANCISCO,0
SAN VICENTE,0
MARIANO MELGAR,0
SAN JUAN DE CANDADO,0
SANTA ROSA DE PUCAYACU,0
IRAPAY,0
NUEVA CHAZUTA,0
SAN MARCOS,0
SANTA RITA,0
SAN JOSE DE CABALLITO,0
SAN MARCOS,0
SAN GABRIEL DE VARADERO,0
LOMA LINDA,0
MOYOBAMBILLO,0
OCULIZA,0
NUEVO OCULIZA,0
FRAY MARTIN,0
SAN VICENTE,0
LA LOMA,0
NUEVA PACHIZA,0
CENTRO AMERICA,0
NUEVA ALIANZA,0
SAN PEDRO,0
BARRANQUITA,0
DAMASCO,0
NUEVO JUNIN,0
NUEVO SAN MARTIN,0
TRES UNIDOS,0
NUEVO MIRAFLORES,0
SANTA MARTHA,0
SAN CARLOS,0
SAN ISIDRO,0
SAN JUAN DE ARMANAYACU,0
PARAISO,0
NUEVO YURIMAGUAS,0
NUEVA ARICA,0
SAN PEDRO DE POROTOYACU,0
NARANJILLO,0
NUEVO TOCACHE,0
SANTA ROSA,0
NUEVA UCHIZA,0
PUERTO PORVENIR,0
ANGAIZA,0
PONGO,0
SANTA CRUZ,0
NARANJAL,0
PORTAL,0
POLLERA POZA,0
PAMPAS DE JUNIN,0
SEIS DE ENERO,0
SAN MIGUEL DE PUCATE,0
UNION ULLPACAÑO,0
CAYALTI,0
PACASMAYO,0
NUEVO SAN JUAN,0
HUATAPI,0
ISLANDIA,0
SANTA GEMA DE YANAYAQUILLO,0
PROGRESO,0
ANGAMOS,0
SAN ANTONIO,0
SAN JOSE,0
UNION CAMPESINA,0
NUEVA ESPERANZA,0
SAN FRANCISCO,0
SAN PABLO DE LA CRUZ,0
NUEVO TRIUNFO,0
LAGO CUIPARI,0
CORAZON DE JESUS,0
GLORIA,0
LIBERTAD DE CUIPARILLO,0
SAN ISIDRO,0
2 DE MAYO,0
NUEVA FLORIDA,0
MILAN,0
TAMANCO,0
SANTA FE,0
NUEVO JERUSALEN,0
SINTICO,0
SAN JUAN DE ACURACAY,0
NUEVO ACURACAY,0
SAN ANTONIO,0
NUEVO SAN ANTONIO,0
SAN MARCOS,0
VISTA ALEGRE,0
VISTA ALEGRE I ZONA,0
DOCE DE OCTUBRE,0
LORETO,0
TUPAC AMARU,0
SARGENTO LORES,0
TAHUANTINSUYO,0
MIRAFLORES,0
PERLITA,0
SHEBONAL,0
ABTAO,0
LURIN,0
JORDAN,0
VEINTIOCHO DE JULIO,0
VARGAS GUERRA,0
ZAPATILLA,0
ZAPATILLA I ZONA,0
SANTA ISABEL,0
VICTORIA,0
CARACHAMA,0
SAN ROQUE,0
BOLIVAR,0
ENCANTO,0
NUEVO POLO SUR,0
LIBERAL,0
SAN ANTONIO,0
PADRE LOPEZ,0
NUEVO JUNIN,0
NUEVA PATRIA,0
OBRERO II ZONA,0
OBRERO I ZONA,0
SANTA ELENA,0
NUEVA PATRIA,0
SANTA CLOTILDE,0
NUEVO CLAVERO,0
NUEVO SANTA MARIA DE SHIARI,0
PIURI ISLA,0
PUERTO CLAVERO,0
CAPITAN CLAVERO,0
RESTAURACION,0
NUEVA ESPERANZA,0
PALMIRA,0
TALARA,0
NUEVO TRUJILLO,0
ENCANTO,0
NUEVA UNION,0
NUEVO PROGRESO,0
BERMUDEZ,0
SAN JOSE,0
CONDORCANQUI,0
MAQUIA TIPISHCA,0
BELLAVISTA,0
LA PALMA,0
NUEVA INDEPENDENCIA,0
NUEVA ESPERANZA,0
UNGURAHUILLO,0
FRONTERA,0
ESPAÑA,0
IBERIA,0
LEKEYTO,0
GARZA,0
PUERTO ARCE,0
SAN PEDRO,0
ANGEL,0
PALO VERDE,0
HUAÑUNA,0
OCEANIA,0
CURARINA,0
SANTA ROSA,0
NUEVO BELEN,0
PUERTO ENRIQUE,0
PUERTO IRENE,0
JORDAN,0
SAN RAUL,0
SANTA CRUZ,0
7 DE JUNIO,0
SANTA RITA,0
EL SALVADOR,0
SAN RAMON,0
BOLIVAR,0
SANTA MARTA,0
PATRIA NUEVA,0
SAN JUAN,0
POLO SUR,0
INDEPENDENCIA,0
NUEVO PADRE LOPEZ,0
NUEVO CAPITAN CALVERO,0
CLARA,0
CAMUNGUY,0
SANTA ROSA,0
NUEVO CURARINA,0
SIETE DE JUNIO,0
CUMACEBA,0
SAN JUAN,0
ARGENTINA,0
PATRIA,0
SAN SALVADOR,0
FILADELFIA,0
JAYALAY,0
FLOR ENTERA,0
AGUAS CLARAS,0
CAPANAHUA,0
DESENGAÑO,0
SAN PEDRO,0
PUERTO ANGEL,0
SANTA LUCIA,0
CAMPANA,0
TORNO,0
MAÑACA,0
SAN JOSE,0
BALSAPUERTO,0
ANTIOQUIA,0
LOS ANGELES,0
NUEVA VIDA,0
NUEVA BARRANQUITA,0
LIBERTAD,0
SAN JUAN,0
PUCALPILLO,0
NUEVO HORIZONTE,0
ATAHUALPA,0
BUENOS AIRES,0
PAMPA HERMOSA,0
PANAN,0
NARANJAL,0
LORETO,0
PROGRESO,0
NARANJILLO,0
SAN JOSE,0
MARANATHA,0
SOLEDAD,0
NUEVO MOYOBAMBA,0
REINO UNIDO,0
SAN  MIGUEL,0
NUEVA ESPERANZA,0
VILLA ALEGRE,0
SAN ANTONIO,0
NUEVO SAN LORENZO,0
BELLAVISTA,0
SANTA MERCEDES,0
NUEVA REFORMA,0
SANTA CLARA,0
MONTE ALEGRE,0
NUEVO CUZCO,0
NUEVO CACHIYACU,0
BUENOS AIRES,0
SAN LORENZO,0
NUEVO JERUSALEN,0
NUEVO PROGRESO,0
SAN MARCOS,0
NUEVA LUZ,0
PUERTO LIBRE,0
CANOA PUERTO,0
NUEVA ZARAMIRIZA,0
ACHU,0
ESTIRON,0
SANTA ROSA,0
BUENAS LOMAS,0
BUENAS LOMAS ANTIGUA,0
SAN JUAN DE PALOMETAYACU,0
SABALOYACU,0
BELLA ORIENTE,0
SAN JUAN DE CABALLITO,0
NUEVA BARRANQUITA,0
NUEVO JUNÍN,0
EMBRUJO,0
PLAYA SACHAVACA,0
JULCA,0
BOCA CHEVAS,0
HUASCAR,0
ANGAMOS,0
FRAY PEDRO,0
LAS MALVINAS,0
NUEVO PAUJIL,0
NUEVO SAN JUAN,0
JORGE CHAVEZ,0
SAN JOSE DE AÑUSHI,0
NUEVO CASHISPI,0
UMAR 2,0
SAN JUAN DE PALOMETAYACU,0
CHINGANA,0
SAKE,0
NUEVO BELICE,0
BUENA VISTA,0
PACHACUTEC,0
SANTA ELENA,0
SOLEDAD,0
NUEVA ESPERANZA,0
PORVENIR,0
UWINTSA,0
KUYUNTSA,0
COPAL,0
WASHINGTON,0
CAHUAPANAS,0
BUENOS AIRES,0
BARRANQUITA,0
SINCHI ROCA,0
INCHIYACU,0
PANDORA,0
SAN PEDRO DE YANAYAQUILLO,0
SAN JUAN,0
ZAPOTE,0
PALMICHE,0
CHACATAN,0
PROGRESO,0
CENTRO AMERICA,0
NUEVO BELEN,0
SAN ISIDRO,0
SANTA MARTA,0
NUEVO CAJAMARCA,0
SACHAVACA,0
SAN MIGUEL,0
SANTA LUCIA,0
28 DE JULIO DEL SILLAY,0
KAWIT,0
SAMARIA,0
SAN RAMON DEL SINAR,0
JOSE OLAYA,0
PUEBLO CHAYAHUITAS,0
KAUPAN,0
PUERTO LIBRE,0
JEBEROS,0
INDIO DEL PERU,0
NUEVO SAN JUAN,0
SAN FRANCISCO DE ALGODONAL,0
VISTA ALEGRE,0
NUEVO SAN FRANCISCO,0
LUZ DEL ORIENTE,0
PAUCAR,0
SAN ANTONIO DE RUMIYACU,0
SAPIRO,0
PUNCHANA,0
BELLAVISTA,0
BERLIN,0
LA UNION,0
LAGUNILLO,0
BETHEL,0
BELEN,0
MONTE CRISTO,0
NARANJAL,0
CORCA,0
SANTA FE,0
CALLAMPAYACU,0
SANTA ROSA,0
LAGUNAS,0
ARAHUANTE,0
PUERTO VICTORIA,0
SAN FELIPE,0
PACHARACO,0
PUCACURO,0
NUEVO PROGRESO,0
PROGRESO,0
EURECA,0
VERACRUZ,0
SAN LUIS,0
ESPERANZA,0
YONAN,0
SANTA ISABEL,0
SANTA ROSA,0
SANANGUILLO,0
NUEVA BELLAVISTA,0
8 DE OCTUBRE,0
SAN MANUEL,0
TAMARATE,0
VISTA ALEGRE,0
SIETE DE JUNIO,0
NUEVA CORINA,0
PUMA ISLA,0
PAMPA HERMOSA,0
ACHUAL TIPISHICA,0
SAN JOSE,0
CHARUPA,0
SANTA MARTA,0
NARANJAL,0
YAHUAR - HUACA,0
ATAHUALPA,0
BELLO HORIZONTE,0
NUEVO PORTAL,0
NUEVA ESPERANZA DEL YURAYACU,0
UNION CALLUANA,0
REQUENA,0
NUEVO SAN ANTONIO,0
LUCIANA,0
YURA COCHA,0
PUERTO RICO,0
NUEVO CARAHUAYTILLO,0
CONTAMANILLO,0
MAGDALENA,0
ELMER FAUCETT,0
HUARMI ISLA,0
ARICA VIEJO,0
CAROCURAHUAITE,0
FRAY MARTIN,0
NUEVO TARMA,0
CAJAMARCA,0
LAGO PRADO,0
SAN VICENTE,0
BUEN SAMARITANO,0
SINAR,0
YARINA,0
LAS MALVINAS,0
FRANCISCO BOLOGNESI,0
NUEVA UNION,0
VILLA MONTE SINAI,0
CONCORDANCIA,0
ALFA Y OMEGA,0
AVANZADA DE PROGRESO,0
BELEN DE URCO,0
VILLA BUEN JESUS DE PAZ,0
CRISTO REDENTOR,0
NUEVA REFORMA,0
GALICIA,0
SAN SALVADOR,0
CALLAO,0
FLOR DE PUNGA,0
ZAPOTE,0
LEONCIO PRADO,0
NUEVO BAGAZAN,0
HUATAPI,0
PINTU LLACTA,0
NUEVA BUENA VISTA,0
NUEVA ERA,0
NUEVO IQUITOS,0
BRETAÑA,0
JORGE CHAVEZ,0
MANCO CAPAC,0
NUEVO KUWAIT,0
28 DE JULIO,0
URARINAS,0
ATUN POZA,0
7 DE JUNIO,0
SAN PEDRO,0
SAN JOSE,0
SAN JUAN DE PAUCAR,0
NUEVO NARANJAL,0
SAN CARLOS,0
ANCASH,0
SAN MIGUEL,0
BELLAVISTA,0
HUACRACHIRO,0
REMOYACO,0
BUEN PERU,0
CATAITAM,0
PISHACEMSA,0
INDIO,0
BELEN,0
VICTORIA,0
NARANJAL,0
SANTA TERESA,0
HUATAPE,0
CAHUACURI,0
LA PALMA,0
SAN ANTONIO,0
CURAHUAYTILLO,0
SINCHI ROCA,0
SAN MARCOS,0
NUEVA ESPERANZA,0
NARANJAL,0
MONTE SINAI,0
ZAPAYACU,0
CAHUAPANAS,0
NUEVA VIDA,0
TAMANI,0
ARGENTINA,0
PARAISO,0
NUEVO ALIANZA,0
SALVATIERRA,0
BELLAVISTA,0
BARRANCA,0
SAN LORENZO,0
SAN JUAN DE SASIPAHUA,0
SAN IGNACIO,0
SAN JUAN DE SABALO,0
SANTA ROSA DE SABALO,0
CHANCHARI,0
COPACABANA,0
ONZA PLAYA,0
ANTENA 4,0
VISTA ALEGRE,0
SAN FRANCISCO,0
BAGAZAN,0
NUEVA SANTA ROSA,0
BOCA SASIPAHUA,0
ESTRELLA,0
LAUREL,0
HUACACHINA,0
NUEVO TIGRE PLAYA,0
SAN JOSE,0
HUAMACHUCO,0
ISLA DEL GALLO,0
PUESTO RESBALON,0
ANGAMOS,0
CARABANCHEL,0
URUGUAY,0
MONZANTE,0
VANIDAD,0
PRIMAVERA,0
SAN JUAN DE MIRAFLORES,0
BRISTOL,0
MIRAFLORES I,0
HUANGANA BRAZO,0
MOJARAYACU,0
HUACAMAYO,0
LURIN,0
LINCHES,0
NUEVA UNION,0
PUERTO GERMAN,0
BOCA DE CAHUAPANAS,0
SEPULTURA,0
SAN PEDRO,0
SAN ANTONIO,0
SANTA ROSA,0
UNGURAHUI,0
PORVENIR,0
PAPAYACU,0
LIBERTAD,0
LAS PALPAS,0
SAN JUAN,0
PUCALLPA,0
NUEVO MUNDO,0
HUANCAYO,0
JUNIN,0
BARRANQUITA,0
6 DE JULIO,0
NUEVA ALIANZA,0
TRIUNFO,0
SAN FERNANDO DE TIPISHCA,0
SAN PEDRO DEL ESTRENO,0
PUERTO ALEGRE,0
NUEVA UNION,0
SANTA ISABEL MARAÑON,0
PARAISO,0
SARAMIRIZA,0
CHORROS,0
OROPRETO,0
JERUSALEN,0
SUWAENTZA,0
NUEVO ISRAEL,0
SANTA ROSA,0
PIJUAYAL,0
SINCHI ROCA,0
GASOLINA,0
YANAYACU,0
LIBANO,0
EL CHOTE,0
FELIX FLORES,0
NUEVA UNION,0
PUERTO ELISA,0
CHINOCAÑO,0
VEINTIOCHO DE JULIO,0
LIMON,0
VENCEDOR,0
ACAPULCO,0
SAN JUAN,0
ATLANTIDA,0
ALFONSO UGARTE,0
PALESTINA,0
NAZARETH,0
NUEVO BELEN,0
ATAHUALPA,0
NAPURUCA,0
SACHAPATA,0
NUEVA SOLEDAD,0
PUERTO AMERICA,0
BANCAL,0
PARAGUA POZA,0
DOS HERMANOS,0
NUEVO MILAGRO,0
LUZ DEL ORIENTE,0
PUERTO LIBRE,0
MAMBOYACU,0
NUEVO UNGURAHUI,0
ULLPAYACU,0
ALIANZA,0
LUZ DE ORIENTE,0
PUERTO DIAZ,0
MONTERREY,0
NUEVO DOS DE MAYO,0
DOS DE MAYO,0
CAMPO VERDE,0
SANTA MARTHA,0
RECREO,0
RAONA,0
NUEVA PERLITA,0
PUERTO NUEVO,0
NUEVA UNION,0
CHICLIN,0
LA CURVA,0
TRES DE AGOSTO,0
SANTA ANA,0
SAN RAMON,0
INDUSTRIAL,0
SAN ISIDRO,0
NUEVO TOPAL,0
UNGUMAYO,0
LOS ANGELES,0
NAUTA,0
SAN REGIS,0
SAN IGNACIO,0
VILLA BUEN FIN,0
TUPAC AMARU II,0
SAN JACINTO,0
SAN ANTONIO,0
PAMPA HERMOSA,0
23 DE JUNIO,0
SAN JOSE DE SARAPANGA,0
ACCION POPULAR,0
VILLA NUEVO CRUZADORES,0
SAN JUAN DE LAGUNILLAS,0
BAGAZAN,0
SAN RAMON,0
GRAN PUNTA,0
ALIANZA,0
SAN MARTIN,0
NUEVO MIRAFLORES,0
PUERTO PERU,0
VILLA NUEVO BELEN,0
CASUAL,0
FIRMEZA,0
PALIZADA,0
SAN PEDRO,0
VILLA CRISTIANA,0
VILLA LUCERNA,0
SANTA RITA DE FLORIDA,0
9 DE OCTUBRE,0
SANTA ROSA,0
VILLA BUEN PASTOR,0
SARGENTO ELMER PACAYA,0
SAN JORGE,0
SUCRE,0
VILLA CONAAN,0
JOSE OLAYA,0
GIBACOA,0
SANTA FE,0
BAGAZAN,0
BELLO HORIZONTE,0
2 DE MAYO,0
LAS PALMAS,0
PEÑA NEGRA,0
NUEVO SAN ISIDRO,0
SANTO DOMINGO,0
VEINTE  DE ENERO,0
BUENOS AIRES,0
AREQUIPA,0
JAPON,0
YARINA,0
ALFONSO UGARTE,0
PARINARI,0
SANTA RITA DE CASTILLA,0
SANTA ROSA DE LAGARTO,0
ROCA FUERTE,0
7 DE JUNIO - YURICA,0
SANTA ISABEL DE YUMBATURO,0
SEIS DE SETIEMBRE,0
BUENA VISTA JERUSALEN,0
SAN JOSE DE PARINARI,0
NUEVA SANTA ROSA,0
PUERTO AUXILIO,0
ATENAS,0
NUEVA UNION,0
PUERTO AMERICA,0
SAN MIGUEL,0
TANGARANA,0
CHAPAJILLA,0
NUEVO SAN JUAN,0
MUNDIAL,0
SANTA CLARA,0
NUEVA FORTUNA,0
SAN JOSE DEL SAMIRIA,0
LEONCIO PRADO,0
SAN MARTIN DEL TIPISHCA,0
NUEVA ARICA,0
BOLIVAR,0
CONCORDIA,0
MAIPUCO,0
SAN JOSE DE SARAMURO,0
ESPEJO,0
NUEVA UNION,0
GUINEAL,0
NUEVO SAN JUAN,0
SAN ANTONIO DE BANCAL,0
PINTUYACU,0
LUPUNAYO,0
OLLANTA,0
SAN GABRIEL,0
VICTORIA,0
SAN ENRIQUE,0
REFORMA,0
HUALLPA ISLA,0
BERLIN,0
BUENOS AIRES,0
TRIUNFO,0
CAIMITUYO,0
CALIFORNIA,0
JUAN VELASCO ALVARADO,0
NUEVO PROGRESO,0
CAFETAL,0
ALFONSO UGARTE,0
NUEVA ELMIRA,0
SARAMURILLO,0
NUEVA CALIFORNIA,0
SAN PEDRO,0
NUEVA ESPERANZA,0
NUEVA ESPERANZA II-ZONA,0
SAN ANTONIO,0
SAN FRANCISCO,0
CUNINICO,0
URARINAS,0
NUEVA SANTA ROSA,0
SANTA TERESA,0
NUEVA ALIANZA,0
YANCHAMAYO,0
VISTA ALEGRE,0
MONTERRICO,0
PUERTO LIMA,0
PUERTO LORETO,0
NUEVO PUCATE,0
SANTA ROSA,0
PUERTO PERU,0
PUERTO PERU II,0
BAGAZAN,0
SAN JOSE DE PARANAPURA,0
LIBERTAD,0
NUEVO YUCURUCHI,0
VEINTIOCHO DE JULIO,0
PUERTO SOL,0
TIBEPLAYA DOS,0
CAPITAN CLAVERO,0
TIBI PLAYA I ZONA,0
CHINGANA,0
HUACARAYCO,0
SAPUENA,0
FLOR DE CASTAÑA,0
JORGE CHAVEZ,0
JENARO HERRERA,0
IRICAHUA,0
CASA GRANDE,0
CEDRO ISLA,0
